id,category,title,content,tags,is_active,created_at
59e738ef-bd45-4752-8509-aedda9ad6282,Member Inquiries,Swap Class Fee Inquiry,"<p>Hi X,</p><p>Because the 12 hour mark has passed, the late cancel fee will still apply should you choose to swap classes. This is due to the limited availability of spots in each class and encourages members to only sign up for classes they are confident they can attend. Please let us know if you have any additional questions!</p><p>Best,</p><p>The Team at HUME</p>","[""class"",""swap"",""fee"",""late""]",TRUE,2025-12-16 00:05:58.383186+00
8caeb477-eb9a-4d7f-aa16-8288f1020c1e,Non-Member Inquiries,General Membership Info - Detailed,"<p>Hi X,</p><p>Thank you for your interest in HUME and our offerings. Our membership rate is $450 per month with a one-time $500 initiation fee as well as a six-month commitment.</p><p>We also offer an annual option for $4,595, paid in full upon membership acceptance, which includes twelve months of access to the facilities and waives the initiation fee.</p><p><strong>What's Included:</strong><br>All members enjoy full access to:</p><p>- Our gym, café, and spa amenities, including 2 cold plunges, steam room, and infrared sauna<br>- Unlimited group classes offered Monday–Friday (6:30am–8:00pm) and weekends starting around 8:00am</p><p><strong>Group Classes:</strong></p><p>- Pilates: Reformer, Mat, Signature Sculpt<br>- Yoga: Power Vinyasa, Hatha, Primal Flow, Flow into Yin, Yoga for Runners & Cyclists, and more<br>- Strength & Conditioning: Circuit Strength, Speed & Agility, Core Strength<br>- Therapeutic & Restorative: Sound Healing, Fascia Release, Yoga Nidra, Acupressure Yin Yoga<br>- Breathwork & Sound Bath Healing</p><p><strong>Recovery Services:</strong></p><p>- Complimentary use of Hyperice Normatec recovery boots and Hypervolt percussion massage devices</p><p><strong>Signature Treatments (additional cost):</strong></p><p>- Acupuncture, Massage Therapy, Stretch and Percussion Therapy<br>- Nutrition Coaching, Hyperbaric Oxygen Chamber, Balancer Pro Body Suit Treatments</p><p><strong>Personal Training Packages:</strong></p><p>- 1 session: $175<br>- 5 sessions: $825<br>- 10 sessions: $1,550</p><p>If you'd like a tour, we would be happy to show you around our facilities. To schedule a tour, please <a href=""https://calendly.com/humela/tour/?month=2025-06"">click here</a>.</p><p>And finally, if interested in membership, please complete your application <a href=""https://hume.la/apply"">here</a>. We look forward to hearing from you soon!</p><p>Best,</p><p>The Team at HUME</p>","[""membership"",""detailed"",""classes"",""recovery"",""training""]",TRUE,2025-12-16 00:07:34.773149+00
1a57d2a0-773f-4613-8a1f-e7aa0f395ce4,Non-Member Inquiries,Free Trial Request,"<p>Hi X,</p><p>Thank you for reaching out. We do not offer trials of the space, but if you decide to join and are not satisfied with the experience after your first visit, we will refund your fees. If you would like to schedule a tour and learn more about our facilities, please <a target=""_blank"" rel=""noopener noreferrer nofollow"" class=""text-primary underline cursor-pointer"" href=""https://calendly.com/humela/tour/?month=2025-06"">click here</a> to schedule.</p><p>Best,</p><p>The Team at HUME</p>","[""trial"",""tour"",""refund""]",TRUE,2025-12-16 00:07:34.773149+00
c2c5b309-f120-4444-be02-d150f0fbda8c,Non-Member Inquiries,General Temporary Pass Inquiry,"<p>Hi X,</p><p>Thank you for reaching out! We do have limited day passes available for purchase. Please note these passes require a member referral and an application to ensure privacy of the space. If you would like to continue, please fill out <a href=""https://hume.la/tempmembership"">this form</a> and someone from our team will be in touch.</p><p>Best,</p><p>The Team at HUME</p>","[""day pass"",""temporary"",""referral""]",TRUE,2025-12-16 00:08:04.429289+00
19b4b189-7b3a-4eff-bc19-257aedc045ba,Tours,Brand/Industry Tour Inquiry,"Hi X,

Thank you for reaching out! We are currently holding off on trade/industry tours unless they're tied to a specific partnership or business initiative—just trying to limit access since we get a lot of these requests and want to keep the space member-first.

Happy to revisit in the future if there's specific things [brand name] wants to discuss!

Best,
The Team at HUME","[""tour"",""brand"",""industry"",""partnership""]",TRUE,2025-12-16 00:08:31.535165+00
1e844559-c30e-4d85-aac6-1ccc6d14550c,Non-Member Inquiries,Application Timeline Inquiry,"<p>Hi X,</p><p>Thank you for reaching out! We have recently reached capacity and will be admitting new members only as spots become available. While we cannot guarantee a timeline, new spots typically open monthly.</p><p>Applicants who have completed the questionnaire and uploaded payment details will be prioritized. If you have not uploaded payment information yet, you can do so <a href=""https://app.arketa.co/humeprojects/pricing/checkout/TF7S5VWOvSYPPoh20BfL"">here</a>. All applicants who input payment information before any price increases will not be subjected to future rates.</p><p>Please let us know if you have any additional questions.</p><p>Best,</p><p>The Team at HUME</p>","[""application"",""timeline"",""waitlist"",""capacity""]",TRUE,2025-12-16 00:08:14.900759+00
4373afe5-be23-44af-ab11-b4ac29552e02,Tours,Tour In-Person Inquiry,"<p>Hi X,</p><p>Thank you for stopping by and for your interest in joining HUME. We would be happy to show you around our facilities. To schedule a tour, please click <a href=""https://calendly.com/humela/tour"">here</a>.</p><p>We look forward to showing you around soon.</p><p>Best,<br>The Team at HUME</p>","[""tour"",""schedule"",""in-person""]",TRUE,2025-12-16 00:08:31.535165+00
a960d3e2-a0a0-402d-86be-9c3c718762ba,Tours,Tour Email Inquiry,"<p>Hi X,</p><p>Thank you for reaching out and for your interest in joining HUME. We would be happy to show you around our facilities. To schedule a tour, please click <a href=""https://calendly.com/humela/tour"">here</a>. We look forward to meeting you soon.</p><p>Best,<br>The Team at HUME</p>","[""tour"",""schedule"",""inquiry""]",TRUE,2025-12-16 00:08:31.535165+00
4fec3b0a-fc94-4229-91f9-3f275a6d0a78,Tours,Tour Follow-Up - Not Applied Yet,"<p>Hi X,</p><p>Thank you for recently joining us for a tour. It was great to meet you and share more about our facilities.</p><p>If you are interested in joining our community and if you haven't done so already, we invite you to complete an application <a href=""https://hume.la/apply"">here</a>. Please don't hesitate to reach out with any additional questions, either through email or by shooting us a text at 213-566-8580.</p><p>Additionally, here's a link to our class schedule.</p><p>We hope to see you soon!</p><p>Best,<br>[Name of Team Member that Toured] & The Team at HUME</p>","[""tour"",""follow-up"",""application""]",TRUE,2025-12-16 00:08:31.535165+00
27b21527-00e1-4961-bb80-8240a754b3a8,Non-Member Inquiries,Delay Start Date,"<p>Hi X!</p><p>We're happy to delay your start date. We can refund your membership fee and set your membership to activate on XX/XX but will need to keep your initiation fee on file to reserve your spot.</p><p>Let us know if you would like us to keep your spot reserved. Note that if you decide not to join now, future memberships will be subject to current rates, initiation fees, and availability. Please let us know if you have any additional questions!</p><p>Thanks,</p><p>The Team at HUME</p>","[""delay"",""start date"",""refund"",""reserve""]",TRUE,2025-12-16 00:08:14.900759+00
07739e00-be7d-46c8-a3a5-5d7e3ac93049,Tours,Tour Follow-Up - No Payment Info,"<p>Hi X,</p><p>Thank you for recently joining us for a tour. It was great to meet you and share more about our facilities. If you are interested in joining our community and if you haven't done so already, we invite you to finish your application <a href=""https://hume.la/apply"">here</a>.</p><p>Additionally, here's a link to our class schedule.</p><p>Please don't hesitate to reach out with any additional questions, either through email or by shooting us a text at 213-566-8580.</p><p>We hope to see you soon!</p><p>Best,<br>[Name of Team Member that Toured] & The Team at HUME</p>","[""tour"",""follow-up"",""payment"",""application""]",TRUE,2025-12-16 00:08:31.535165+00
27ea407c-7ba9-4ca5-b0b8-1a262fd78f77,3rd Party Partners,Mastercard Inquiry,"<p>Hi X,</p><p>Thanks for reaching out! You can learn more about the HUME + Mastercard partnership <a href=""https://docs.google.com/document/d/1C4uWKLM4y8Eksfyh20lx8ESlqdPknaVoP_oGnESFmQc/edit?usp=sharing"">here</a>.</p><p>If you are looking to book or have questions about your existing Mastercard HUME experience, please reach out to our Operations Manager, Jillian, at Jillian@hume.la.</p><p>Best,</p><p>The Team at HUME</p>","[""mastercard"",""booking"",""jillian""]",TRUE,2025-12-16 00:08:43.95861+00
c7dd393a-a930-4fc0-9ef9-e237fb1bd70a,3rd Party Partners,Partner - Private Service Payment Request,"<p>Hi X,</p><p>We're reaching out to get payment information for [insert name] for an upcoming private service booking on [date] with HUME. To provide CC info over the phone, please call 310-487-0940.</p><p>We look forward to hearing from you!</p><p>Best,</p><p>The Team at HUME</p>","[""payment"",""private service"",""booking""]",TRUE,2025-12-16 00:08:43.95861+00
7f8ed686-4ed3-4703-8c9e-79cafa86186b,Member Inquiries,Membership Pause Inquiry,"<p>Hi X,</p><p>Thank you for reaching out and for being a valued member of HUME! We do offer a pause option for $50 per month. Please read our policy in full <a target=""_blank"" rel=""noopener noreferrer nofollow"" class=""text-primary underline cursor-pointer"" href=""https://hume.la/pausepolicy"">here.</a><br><br>Should you choose to cancel instead of pausing, any future membership will be subject to current availability, rates, and the current initiation fee. If you'd like to proceed with pausing or have any additional questions, please let us know — we're happy to help!</p><p>Best,</p><p>The Team at HUME</p>","[""pause"",""membership"",""hold""]",TRUE,2025-12-16 00:05:58.383186+00
07944d58-9469-4b04-93b8-52c7071119e2,Member Inquiries,Complaints about Pause Structure,"<p>Hi X,</p><p>Thank you for sharing this thoughtful feedback. We recently launched our pause policy based on member requests, as we previously did not offer pauses for travel.</p><p>Because our billing system does not support mid-cycle adjustments, pauses cannot begin mid-cycle, nor are we able to offer customized or prorated pauses tied to specific travel dates. To ensure fairness and consistency across the membership, we apply this structure to all pause requests.</p><p>Given your timeline, we recommend keeping <em><mark>[make suggestion here based on their billing cycle dates]</mark></em>. If you return early, we are always happy to reactivate your membership right away. The $50 fee is non-refundable, as it secures your spot and current pricing throughout the pause.</p><p>We completely understand how the structure may feel limiting in your situation and appreciate you taking the time to share your perspective. Member feedback like this is always reviewed as we continue refining our policies.</p><p>Please let us know how you would like to proceed, and we are happy to help with any additional questions.</p><p>Best,</p><p>The Team at HUME</p>","[""pause"",""complaint"",""feedback"",""billing cycle""]",TRUE,2025-12-16 00:05:58.383186+00
93ed60ee-1d31-43c6-874a-002327962f30,Tours,Tour Follow-Up - Accepted But Unsure,"<p>Hi X,</p><p>Thank you for recently joining us for a tour. It was great to meet you and share more about the space.</p><p>If you have any additional questions about our services or facilities, please don't hesitate to reach out through email or by shooting us a text at 213-566-8580. Additionally, we would love to set you up with a complimentary consultation with our amazing Director of Wellness, Jenna. Jenna knows all things recovery, class recommendations, and more. To schedule with Jenna, please click <a target=""_blank"" rel=""noopener noreferrer nofollow"" class=""text-primary underline cursor-pointer"" href=""https://calendly.com/hume-jenna/consult?month=2026-01"">here</a>.</p><p>When you're ready to activate your membership and if you haven't done so already, please stop by the front desk. We look forward to seeing you soon and welcome to the HUME community!</p><p>Best,<br>[Name of Team Member that Toured] &amp; The Team at HUME</p>","[""tour"",""follow-up"",""accepted"",""wellness""]",TRUE,2025-12-16 00:08:31.535165+00
3097e9ef-34ca-4252-82a2-dd8bd7957485,Tours,Dylan Gym Floor Walkthrough,"<p>Hi X,</p><p>Thank you for your interest in a gym floor walkthrough with Dylan! You can schedule a session <a href=""https://calendly.com/humela/club-tour-clone?back=1&month=2025-09"">here</a>.</p><p>Please let us know if you have any questions.</p><p>Best,<br>The Team at HUME</p>","[""gym"",""Dylan"",""walkthrough"",""fitness""]",TRUE,2025-12-18 01:25:58.62285+00
e6c70a24-745b-415b-b4e0-fa893229648a,Events & Collabs,Brand Partnership Inquiry,"<p>Hi X,</p><p>Thank you so much for reaching out. To submit an inquiry and learn more about brand partnership opportunities, please fill out this form and a member of our team will be in touch.</p><p>Best,</p><p>The Team at HUME</p>","[""brand"",""partnership"",""inquiry""]",TRUE,2025-12-16 00:08:58.99931+00
e07f67ec-b581-4a3b-b3ea-80fef3741e1b,Events & Collabs,Event Inquiry,"<p>Hi X,</p><p>Thank you so much for reaching out. To learn more about event opportunities at our space, please fill out <a href=""https://hume.la/events"">this form</a> and a member of our team will be in touch.</p><p>Best,</p><p>The Team at HUME</p>","[""event"",""inquiry"",""form""]",TRUE,2025-12-16 00:08:58.99931+00
4b6ce713-321d-4e5f-a72e-67d3057d0d24,Member Inquiries,Holiday Closure - Refund Request,"<p>Hi X,</p><p>Thank you for reaching out and for being a valued member of HUME! Because this closure is for facility upgrades and improvements to enhance the member experience, membership billing will continue as usual. We are unable to issue refunds or prorated fees for this time. This is standard practice, as memberships provide ongoing access to the club—not a guarantee that the facility will be open every day of the year. This structure allows us to reinvest in the facility and complete necessary work safely and to the standard our members expect.</p><p>We schedule renovation windows as rarely as possible and specifically during the lowest-usage period of the year to limit disruption. The work being completed cannot happen safely while members are in the space, and these windows ensure the club can maintain its quality long-term.</p><p>These improvements are a result of the feedback and requests we have received from members, and we are excited to be investing heavily into creating a better, more functional space. We can't wait for you to experience the updates when we reopen on January 2nd!</p><p>If there's anything else we can answer or support you with, please let us know.</p><p>Best,</p><p>The Team at HUME</p>","[""holiday"",""closure"",""refund"",""prorate""]",TRUE,2025-12-16 00:06:39.765304+00
ccd2a2d9-7765-409d-9391-6125d8dbfea5,Member Inquiries,Massage Availability,"<p>Hi X,</p><p>Thank you for reaching out about booking a massage! You can view availability and book a session <a href=""https://app.arketa.co/humeprojects/privates/by-service/OKbSHlmC3G7H8PEjO90n/date?instructorId=any&locationId=ZpbZcKknSQeHKmmtYtes&roomId=any"">here</a>.</p><p>Please let us know if you have any questions.</p><p>Best,</p><p>The Team at HUME</p>","[""massage"",""booking"",""appointment"",""spa""]",TRUE,2025-12-18 01:25:19.15117+00
cdb233cb-0187-42f8-98d3-e9edc5606b7b,Member Inquiries,Member Feedback Response,"<p>Hi X,</p><p>Thank you so much for sharing this feedback! We will pass this along to management and will certainly keep it in mind going forward. As a thank you, please show this email to our cafe team to redeem one free coffee or matcha of your choice. Please let us know if you have any additional thoughts or questions! We love to hear from you.</p><p>Best,</p><p>The Team at HUME</p>","[""feedback"",""thank you"",""coffee"",""matcha""]",TRUE,2025-12-16 00:06:39.765304+00
7e821d7b-6df9-4bb6-accd-696b8b79ee5e,Member Inquiries,Member Sends Guests Without Being Present,"<p>Hi X,</p><p>Thank you for being a valued member of HUME. We hope you and your guests are enjoying the space! As a reminder, our policy requires that members be present in order to register their guests. Moving forward, please meet your guest at the Concierge desk so we can get them registered and signed in to use the facilities.</p><p>Please don't hesitate to reach out if you have any questions.</p><p>Best,</p><p>The Team at HUME</p>","[""guest"",""policy"",""reminder"",""present""]",TRUE,2025-12-16 00:06:39.765304+00
f65a7868-59ad-45e6-aada-ce88acbc9037,Member Inquiries,Membership Cancellation - Reason Provided,"<p>Hi X,</p><p>Thank you for letting us know. We will miss you at HUME! Confirming your membership has been canceled. You will continue to have access to the facilities through your current billing period ending on <mark>XX/XX</mark>.</p><p>Before you go, we would love to extend the offer of our recently launched non-resident membership for those who travel in and out of the area. The package is $1200 for 30 annual passes and includes full access to the facilities and the ability to pre-book classes and appointments. We also have a few temporary options, such as a one-week, two-week, and one-month membership. If any of these sound appealing, please let us know and we'd be happy to share more details.</p><p>We hope to serve you again in the future. Please note that any future memberships would be subject to current rates, initiation fees, and availability. If you have any additional questions, feel free to reach out!</p><p>Best,</p><p>The Team at HUME</p>","[""cancel"",""cancellation"",""confirmed"",""non-resident""]",TRUE,2025-12-16 00:05:58.383186+00
86df1291-8a65-4945-87c8-2d48561de92d,Member Inquiries,Pausing for Unusual Circumstances,"<p>Hi X,</p><p>Thank you for reaching out and for being a valued member of Hume. We are sorry to hear about your recent difficulties [or something personalized according to the situation. Ex: We wish you a speedy recovery for your upcoming surgery!]</p><p>While we typically charge a monthly fee for pausing, we can certainly make an exception given the circumstances. Our system requires that all pauses align with your billing cycle. As such, we have set your pause to begin on [DATE OF NEXT BILLING CYCLE]. Please let us know your estimated return date and we'll be happy to set your membership to reactivate at that time.</p><p>Best,</p><p>The Team at HUME</p>","[""pause"",""illness"",""injury"",""pregnancy"",""exception""]",TRUE,2025-12-16 00:05:58.383186+00
5c67466d-a53e-4461-ab4b-210a2c54d48b,Member Inquiries,Private Appointment Scheduling,"<p>Hi X,</p><p>Thank you for reaching out! You can view availability and book private appointments <a href=""https://app.arketa.co/humeprojects/privates/by-service"">here</a>.</p><p>For personal training availability, please check <a href=""https://docs.google.com/spreadsheets/d/1_xrQKcHF095-YBkPTLfd6m9MajdlGe3gfmFXarGmlHQ/edit?usp=sharing"">here</a>.</p><p>Please let us know if you have any questions.</p><p>Best,</p><p>The Team at HUME</p>","[""private"",""appointment"",""booking"",""training""]",TRUE,2025-12-18 01:25:35.429122+00
f639ec9a-2fc3-4771-8379-4352895e95bb,Member Inquiries,Swapping Class - 1st Time Request,"<p>Hi X,</p><p>Thank you for reaching out! We are able to facilitate the switch as a one-time courtesy. In the future, to switch classes, please first cancel the class you are currently signed up for through the app. Once cancelled, you will be able to sign in to a different class of your choice. Please let us know if you have any questions!</p><p>Best,</p><p>The Team at HUME</p>","[""class"",""swap"",""switch"",""courtesy""]",TRUE,2025-12-16 00:05:58.383186+00
f86fe968-3ed7-46f4-9d9a-35d613c0dbd9,Member Inquiries,Swapping Class - Repeated Request,"<p>Hi X,</p><p>Thank you for reaching out! To switch classes, please cancel the class you are currently signed up for through the app. Once cancelled, you will be able to sign in to a different class of your choice. If you have any questions or need assistance, please feel free to reach out.</p><p>Best,</p><p>The Team at HUME</p>","[""class"",""swap"",""switch"",""repeated""]",TRUE,2025-12-16 00:05:58.383186+00
fd7c8b4f-4e83-4cc1-8ba9-10a74d0819ef,Member Inquiries,Waitlist - Less Than 3 Hours Before Class,"<p>Hi X,</p><p>Thank you for reaching out! You're currently XX on the waitlist for the [class name & time]. While it's not uncommon for a spot to open up, we can't guarantee availability.</p><p>If a spot opens up, you will be notified by email. You must claim the spot in order to get off the waitlist so please keep an eye out in case one opens up. In the meantime, we'd be happy to recommend another class or assist with any other options. Just let us know!</p><p>We appreciate your understanding and look forward to seeing you soon.</p><p>Best,</p><p>The Team at HUME</p>","[""waitlist"",""class"",""claim"",""notify""]",TRUE,2025-12-16 00:06:39.765304+00
f3156247-cf63-4d31-adf8-243957f8ce66,Member Inquiries,Waitlist - More Than 3 Hours Before Class,"<p>Hi X,</p><p>Thank you for reaching out! You're currently XX on the waitlist for the [class name & time]. While it's not uncommon for a spot to open up, we can't guarantee availability.</p><p>If a spot opens up, you will be added to the class according to your waitlist position. In the meantime, we'd be happy to recommend another class or assist with any other options. Just let us know!</p><p>We appreciate your understanding and look forward to seeing you soon.</p><p>Best,</p><p>The Team at HUME</p>","[""waitlist"",""class"",""availability""]",TRUE,2025-12-16 00:06:39.765304+00
1a7dda8b-1ac4-4be8-95b3-ce3feb569389,Member Outreach,Guest Policy Reminder - Member Not Present,"<p>Hi X,</p><p>Thank you for being a valued member of HUME. We hope you and your guests are enjoying the space! As a reminder, our policy requires that members be present in order to register their guests. Moving forward, please meet your guest at the Concierge desk so we can get them registered and signed in to use the facilities.</p><p>Please don't hesitate to reach out if you have any questions.</p><p>Best,</p><p>The Team at HUME</p>","[""guest"",""reminder"",""present"",""policy""]",TRUE,2025-12-16 00:07:00.789462+00
c5bd5a78-d6b3-4270-85df-7562455eef9c,Member Outreach,HUME Error Apology,"<p>Hi X,</p><p>I hope this email finds you well. We wanted to extend our sincerest apologies for the issues you experienced during [detail around issue/scheduling mishap].</p><p>We understand how frustrating this must have been and apologize for the inconvenience it caused. As a token of our appreciation for your understanding and continued support, we have added [offering ex. Ballancer pro, HBOT session].</p><p>We hope this will help enhance your future experiences with us. Thank you for being a valued member of our community. If there is anything else we can do to make things right or if you have any questions, please do not hesitate to reach out.</p><p>Best,</p><p>The Team at HUME</p>","[""error"",""apology"",""compensation"",""issue""]",TRUE,2025-12-16 00:07:00.789462+00
a20e6d73-7593-49ae-b87d-58c414e08ff5,Member Outreach,New Member - Accepted But Haven't Visited,"<p>Hi X,</p><p>We look forward to having you as part of the HUME community!</p><p>You should have received your official Welcome to HUME email, signifying your membership has been processed and approved and your initiation fee has been charged. Please download the HUME Members app and stop by the front desk to activate your membership, receive your onboarding packet, and to meet the team.</p><p>Please don't hesitate to reach out with any questions. We hope to see you soon!</p><p>Best,</p><p>The Team at HUME</p>","[""new member"",""welcome"",""activation"",""app""]",TRUE,2025-12-16 00:07:00.789462+00
87cb0cbe-a982-4651-913b-39beb5b940b3,Member Outreach,Payment Not Processing,"<p>Hi X,</p><p>Thank you for being a valued member of HUME. We are reaching out because our system is unable to process payments on your card ending in XXXX. Please log into your HUME app and update the credit card on file by navigating to your account and selecting ""Payment Methods.""</p><p>You can also stop by the Concierge desk the next time you come in so we can assist you. Please let us know if you have any questions and we look forward to seeing you soon!</p><p>Best,</p><p>The Team at HUME</p>","[""payment"",""card"",""declined"",""expired""]",TRUE,2025-12-16 00:07:00.789462+00
